no,lat,lon,first,last
N2898,/,/,1,5
N2900,11~13,201~208,2,7
N2901,6,276,4,4
N2902,15~18,119~127,7,19
N2903,12~17,106~115,9,19
N2904,5~11,84~96,12,19
N2905,7~12,28~33,14,25
N2906,25~26,122~125,15,15
N2907,14,46,15,18
N2908,7~10,326~338,19,28
N2909,15,38,25,25
N2910,10~12,352~5,25,27
S2179,/,/,1,2
S2180,/,/,1,2
S2181,/,/,1,5
S2183,/,/,1,10
S2184,10~12,181~201,1,14
S2185,9~10,231~232,4,4
S2186,3,250,5,5
S2187,17~20,144~147,5,15
S2188,13,92,9,19
S2189,5~6,53~58,14,19
S2190,5,97~102,15,15
S2191,7~10,58~65,18,22
S2192,17~20,12~20,18,25
S2193,7~8,49~54,19,19
S2194,20,345,22,22
S2195,13,3,25,25
S2196,10~11,308~315,25,25
S2197,5~6,301~302,25,25
S2198,19~20,341~343,27,28
S2199,7~8,186~198,28,31
S2200,25,250,31,31
S2201,6,210,31,31
S2202,8~12,200~205,31,31
