No,lat,lon,first,last
N8696,16~17,126~135,jun.4,jun.13
N8697,15~18,103~107,jun.4,jun.11
N8698,4,171~142,jun.6,jun.6
N8699,5~8,96~104,jun.6,jun.13
N8700,15~19,76~85,jun.10,jun.13
N8701,18~19,11~14,jun.15,jun.15
N8702,7,353,jun.17,jun.17
N8703,10~17,295~311,jun.17,jun.28
N8704,17~18,142~147,jun.28,jul.2
N8705,12~13,124~132,jun.29,jul.2
S8704,3,148,jun.1,jun.2
S8705,11~12,80~81,jun.6,jun.17
S8706,18~21,357~8,jun.12,jun.22
S8707,9~10,127~128,jun.30,jul.11
