no,ns,lat
1736,S,7~8
1737,S,13
1738,S,7~9
1739,S,10~12
1740,N,25
1741,N,11~12
1742,N,22
1743,N,20
1744,S,4~7
1745,N,8
1746,N,15~20
1747,N,8
1748,N,5~8
1749,N,21
1750,S,14
1751,S,8
1752,S,16~18
1753,N,9~13
1754,N,22~30
1756,N,15~19
1757,N,10
1758,S,11
1759,N,16~19
1760,N,21
1761,N,22~24
1762,S,31
1763,S,7
1764,N,15
1765,N,8
1766,S,4
1767,N,22~27
1768,N,10~17
1769,S,10
