no,ns,lat
693,N,10
694,N,2~4
660,S,6
661,S,23~27
695,N,10
696,N,25~29
662,S,18
697,N,26~33
663,S,20~24
698,N,14~15
699,N,38
700,N,8~11
664,S,13
665,S,18
666,S,8
667,S,3
668,S,19~21
701,N,22
669,S,13
702,N,11
703,N,8
670,S,10~16
671,S,14~19
672,S,7
673,S,4
704,N,12
705,N,19~20
706,N,18
707,N,5~6
708,N,5~8
709,N,12~14
710,N,26~27
711,N,13~16
674,S,7~11
675,S,23
712,N,6~8
676,S,8
677,S,8
713,N,4
