no,ns,lat
238,S,16
239,S,21
267,N,30
268,N,18
269,N,30
240,S,25
270,N,23
241,S,13~18
242,S,24~25
243,S,13~19
244,S,10
271,N,25~26
272,N,28
245,S,8
246,S,6
247,S,20~25
273,N,29
248,S,8~10
249,S,18~20
250,S,25~26
274,N,24~28
275,N,17~22
251,S,21~22
252,S,26
253,S,22
254,S,9~10
276,N,32
277,N,15~17
278,N,15~19
255,S,9~12
256,S,35~38
279,N,22~26
280,N,32~35
257,S,24~26
281,N,23
258,S,21
282,N,22~25
283,N,26~30
284,N,17
