No,lat,lon,first,last
N3095,0,306,8,18
N3096,6,200,16,27
S2416,/,/,1,1
S2420,/,/,1,1
S2421,/,/,1,1
S2422,17~22,187~198,17,27
S2423,15~18,208~216,19,26
S2424,12,208,24,24
S2425,10,185~190,25,26
